"","numEscroete","escroete","numConnetablie","connetablie","rdv","numRente","rente"
"79","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12°1","En le Grant rue au Cierf ",NA,"79.4","Sour le maison THUMAS LE KIEVRE et sour tout le tenement, ki fu BAUDUIN LE VIEUWARIER, ki siet entre le tenement BIERNART CAMPENOIS, ki fu WILLIAUME DE SAUDEMONT, d'une part, et le tenement RICHART POURCIEL, aprés le fons de le tiere, 2 mars et 1/2, et 3 s. par. "
"80","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12°1","En le Grant rue au Cierf ",NA,"80.5","Sour le maison JEHAN PIKETE, ki fu GRART L'ABBET, et sour tout le tenement, ki siet entre le tenement RICHART POURCIEL, d'une part, et le tenement JEHAN LE SEGART, d'autre part, aprés le fons de le tiere, 4 mars. B En l'autre renc "
"81","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12°1","En le Grant rue au Cierf ",NA,"81.6","Sour les maisons de le taule dou Saint [Esprit], ki furent EMMAIN ROUSIELE, et sour tous les tenemens, ki sient entre le mur de le ville de le porte au Cierf, d'une part, et le tenement me dame Aalis, d'autre part, 9 douysiens et 3 capons, dou fons de le tiere. Si fu de le rente SAINT AMANT. "
"82","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12°1","En le Grant rue au Cierf ",NA,"82.7","Sour le maison IVETAIN MORIELE et sour tout le tenement, ki fu SAUVEE GHEULE, ki siet entre le moustier SAINT JEHAN, d'une part, et le tenement les enfans JEHAN TRUBIERT ki fu, d'autre part, aprés le fons de le tiere, 5 mars. "
"83","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12°1","En le Grant rue au Cierf ",NA,"83.8","Sour le maison JAKEMON ESPAIGNOT et sour le grande maison, ki fu MGR PIERON ORIGHE, pour le tiere de le tresorie de celi maison, ki fu mise as aises de le grande maison, et sour tous les tenemens, ki sient entre le tenement, ki fu BERNART FONTENIELE, d'une part, et le tenement JEHAN PIKETE, ki fu BAUDE PIECIN, d'autre part, un marc.  "
"84","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","13°1","Dehuers le porte au Chierf, sour le fosset ",NA,"84.1","Sour les 2 maisons JEHAN LE SEGART, et sour le maison COLART DE MONTEGNI et 4 maisons WERIN LE FORNIER; si sient les 3 maisons en le premiere rue de Barlet; et sour tous les tenemens, ki sient entre le premiere rue de Barlet, et sour tous les tenemens ki sient entre le tenement les enfans JAKEMON PAINMOULLIET ki fu, d'une part, et le tenement des Charteriers, d'autre part, 4 mars et 14 d. par., aprés le fons de le tiere.  "
"85","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12° bis","En le Grant rue ","A","85.9","Sour le maison ADAN LENGLÉS et sour 2 maisons de ce tenement, ki sient deriere en le premiere rue de Barlet, et sour tous les tenemens, ki sient entre le tenement WAUBIERT LE KIEVRE ki fu, d'une part, et le tenement MARIEN LE RAINGHIERE, d'autre part, aprés le fons de le tiere, 5 mars. "
"86","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12° bis","En le Grant rue ","A","86.10","Sour le maison MARIEN RICOUART de SAINT ELOIT et sour tout le tenement, ki siet entre le tenement MARIEN PATROULLE, d'une part, et le tenement COLART DE DICHI, ki fu COLART TOURTE, aprés le fons de le tiere, demi marc. "
"87","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12° bis","En le Grant rue ","A","87.11","Sour le maison COLART DE DICHI et sour tout le tenement, ki fu COLART TOURTE, ki siet entre le tenement MARIIEN LOUVRI, d'une part, et le tenement MARIEN PATROULLE, d'autre part, aprés le fons de le tiere, demi marc. "
"88","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12° bis","En le Grant rue ","A","88.12","Sour le maison GILLION DE FLEKIERES et sour tout le tenement, ki siet entre le tenement JEHAN VERDERIEL, d'une part, et le tenement GILLOT LE SERGANT, d'autre part, ki fu JEHAN DE LE RIUE, aprés le fons de le tiere, 5 mars. "
"89","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12° bis","En le Grant rue ","A","89.13","Sour 4 maisons de SAINT ELOIT et sour tous les tenemens, ki furent GHIERTRUT FRONGNETE, ki sient entre le tenement MARIEN PATROULLE, d'une part, et le moustier SAINT ELOIT, d'autre part, dou fons de le tiere, 16 s. de douysiens et 4 capons.  "
"90","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12° bis","En le Grant rue ","B","90.14","Sour 4 maisons PIERON DE CAMBRAI et sour 2 maisons de ce tenement, ki sient deriere, en le rue Pute i muce, et sour tous les tenemens, ki sient entre le tenement SYMON DE LE PORTE, d'une part, et le tenement les hoirs JAKEMON DE CAMBRAI ki fu, dou fons de le tiere, 13 s. douysiens. "
"91","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12° bis","En le Grant rue ","B","91.15","Sour 3 maisons JEHAN DE BAUVIN ki fu et sour tout le tenement JEHAN DE CLARI, ki fu GRART LE PATINIER, et sour tous les tenemens, ki sient entre le tenement JEHAN DE BERTUIS, ki fu BARDE BIELE ANTE, d'une part, et le tenement ROBIERT CADOT, d'autre part, aprés le fons de le tiere, 1 marc. "
"92","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","12° bis","En le Grant rue ","B","92.16","Sour 2 maisons JAKEMON LE LEU et sour tous les tenemens, ki sient entre le tenement JEHAN DE CLARI, d'une part, et le tenement MARIIEN LOUVRI, d'autre part, aprés le fons de le tiere, 3 mars.   "
"93","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","14°","En le premiere ruiele de Barllet ",NA,"93.1","Sour 2 maisons JEHAN LE CORDIER et sour tout le tenement, ki siet entre le tenement WATIER COSTET ki fu, u les maisons sont këues, d'une part, et le tenement PIERONAIN LE CONMERE, ki fu JAKEMON DES WARS, aprés le fons de le tiere, demi marc. "
"94","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","14°","En le premiere ruiele de Barllet ",NA,"94.2","Sour le maison JEHAN D'ARRAS et sour tout le tenement, ki fu MARIIEN TRUEE, ki siet entre le tenement MARIIEN LOUVRI, d'une part, et le tenement ki fu WALET LE CHARETON, d'autre part; si le tient JEHAN D'ARRAS; aprés le fons de le tiere, 16 s. par. "
"95","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","14°","En le premiere ruiele de Barllet ",NA,"95.3","Sour 4 maisons des Carterier et des Malades, et sour tous les tenemens, ki sient entre le tenement JEHAN D'ARRAS, d'une part, ki fu WALET LE CHARETON, et le tenement WERIN LE FORNIER, d'autre part, ki fu NICHOLON DE BUIGNICORT, aprés le fons de le tiere, demi marc.  "
"96","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","15°","En le moiene rue de Barllet ",NA,"96.1","Sour les maisons GILLION DE FLEKIERES et sour tous les tenemens, ki sient entre le tenement JEHAN HAUTDECUR, d'une part, et le tenement JEHAN D'ESTRASSIELES, d'autre part, aprés le fons de le tiere, 1 ferton. "
"97","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","15°","En le moiene rue de Barllet ",NA,"97.2","Sour le maison WILLIAUME DE FIERIN et sour tout le tenement, ki fu JEHAN RIBAUT, dou fons de le tiere, 1 ferton et 1 capon. "
"98","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","15°","En le moiene rue de Barllet ",NA,"98.3","Item, sour une maison WILLIAUME DE FIERIN et sour tout le tenement, ki fu BERNART POURRE OROILLE, dou fons de le tiere, 1 ferton. Si sient cist doi tenement entre le tenement MARIIEN DE FRETIN, d'une part, et le tenement WILLIAUME LE FLAMENC, d'autre part. B En l'autre rench "
"99","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","15°","En le moiene rue de Barllet ",NA,"99.4","Sour le maison WILLIAUME DE FIERIN et sour tout le tenement, ki fu LIEBERT LE LAVENDIER, ki siet entre le tenement celui WILLIAUME DE FIERIN, d'une part, et le tenement MARIEN LE SAINGLERE, d'autre part, dou fons de le tiere, 32 douysiens. "
"100","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","15°","En le moiene rue de Barllet ",NA,"100.5","Sour 2 maisons HUON DOUCET et sour tout le tenement, ki siet entre le tenement WILLIAUME DE FIERIN, d'une part, et le tenement MARIIEN DE LENS, ki fu HUON DE FRETIN, d'autre part, 5 s. et 4 d. douysiens, dou fons de le tiere. "
"101","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","15°","En le moiene rue de Barllet ",NA,"101.6","Sour le maison PIERON DE BUIGNICORT et sour le maison HUON DE FRETIN, et sour tous les tenemens, ki sient entre le tenement HUON DOUCET, d'une part, et le tenement BRIDAIN BOINEBROKE, d'autre part, 12 s. par. et 8 s. douysiens, dou fons de le tiere.  "
"102","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","16°","En le rue dou Bourdiel ",NA,"102.","Sour le maison LUSSAIN LOLIVIERE et sour tout le tenement, ki siet entre le tenement JAKEMON LE PLAT, d'une part, et le tenement ESTIEVENON DE LEWARDE, d'autre part, 3 s. par. et 1/2 ferton et 2 capons et 1/2 ferton, dou fons de le tiere.  "
"103","I1","En l'escroete dou Markiet, dehuers le porte Vakereche ","17°","Dehuers le porte Olivet, en le rue des Bougres ",NA,"103.","Sour les maisons Hamiel ki fu et sour tous les tenemens, et sour 4 maisons, ki furent COLART DE SAINT ELOIT, et sour tous les tenemens, ki sient entre le tenement WATIER BOINE BROKE, d'une part, et le tenement SAINT ELOIT, d'autre part, 1 marc et 12 capons, dou fons de le tiere.   "
"104","II1","Chi commenche li escroete de Canteleu ","18°","Dehuers le porte de Cunteleu ","A","104.1","Sour le maison SYMON BUEE et sour tout le tenement, ki siet entre le tenement des Charteriers, d'une part, et le tenement PIERON DOU BURGHET, d'autre part, 6 s. et 6 d. douysiens, et 6 capons, dou fons de le tiere. "
"105","II1","Chi commenche li escroete de Canteleu ","18°","Dehuers le porte de Cunteleu ","A","105.2","Sour 2 maisons PIERON DOU BURGHET et sour tous les tenemens, ki sient entre le tenement SYMON BUEE, d'une part, et le tenement MARIEN LE CLERC, d'autre part, aprés le fons de le tiere, 2 mars.  "
"106","II1","Chi commenche li escroete de Canteleu ","18°","Dehuers le porte de Cunteleu ","B","106.3","Sour 3 maisons HENNIN POURCELET et sour tous les tenemens, ki sient entre le tenement de le creste dou fosset de le vile, d'une part, et le tenement ki fu MARGOT DE GOY, d'autre part, 2 s. douysiens et 2 capons, dou fons de le tiere. "
"107","II1","Chi commenche li escroete de Canteleu ","18°","Dehuers le porte de Cunteleu ","B","107.4","Sour le maison JAKEMON BARDE et sour tout le tenement, et sour le maison, ki fu MARIEN BUEE, et sour tout le tenement dusques a l'eve, ki sient entre le tenement MGR WATIER, de SAINT JAKEME, d'une part, et le tenement JEHAN D'ASTICES, ki fu LEURENC LE LANIER, d'autre part, marc et 1/2, et 3 d. douysiens et un capon, dou fons de le tiere. "
"108","II1","Chi commenche li escroete de Canteleu ","18°","Dehuers le porte de Cunteleu ","B","108.5","Sour le maison RICOUART BOFFLIN, le jovene, et sour tout le tenement, ki fu JEHENNAIN DE LE PREE, ki siet entre le tenement MARIEN DE LE MOUREE, ki fu feme JAKEMON DE LE MOURE, d'une part, et le tenement MARIEN MOUTON, d'autre part, 3 mars et 4 capons, dou fons de le tiere. "
"109","II1","Chi commenche li escroete de Canteleu ","18°","Dehuers le porte de Cunteleu ","B","109.6","Sour le maison MARIEN MOUTON et sour tout le tenement, ki siet entre le tenement RICOUART BOFFLIN, d'une part, et le tenement ROBIERT BOINEBROKE, ki fu MARIEN DE HENNIN, d'autre part, 2 capons, dou fons de le tiere. "
"110","II1","Chi commenche li escroete de Canteleu ","18°","Dehuers le porte de Cunteleu ","B","110.7","Sour 2 maisons AMANT DE LANDAST et sour tous les tenemens, ki furent THUMAS DE HENNIN, ki sient entre le tenement ROBIERT BOINEBROKE, d'une part, et le tenement JEHAN DE FRESAING, d'autre part, 3 fertons et 1 lot, dou fons de le tiere. "
"111","II1","Chi commenche li escroete de Canteleu ","18°","Dehuers le porte de Cunteleu ","B","111.8","Sour 2 maisons maistre BAUDE DE LE CICLE et sour tous les tenemens, ki furent ROBIERT LE CLERC, ki sient entre le tenement ki fu WAUKIER DE FIERIN, d'une part, et le tenement WILLIAUME MALET, ki fu maistre JEHAN LE CASTREUR, d'autre part, 40 d. par., et le tierce part de 14 douysiens et le tierce part de 2 capons, dou fons de le tiere.   "
"112","II1","Chi commenche li escroete de Canteleu ","19°","En le rue le Provost ",NA,"112.","Sour le maison MARIEN GARBET et sour tout le tenement, ki fu MEHAUT DE FLINES, ki siet joignant de le creste dou fosset de le vile, d'une part, et le tenement MARIEN GARBETe, d'autre part, 1 ferton, dou fons de le tiere.  "
"113","II1","Chi commenche li escroete de Canteleu ","20°","En le rue des Escos ","A","113.1","Sour le maison RISSENT DE LE PREE et sour le maison DRUION LE DANIEL, et sour tous les tenemens, ki sient entre les tenemens RICOUART BOFFLIN, d'une part, et le tenement NICHOLON CAILLIEL, d'autre part, 4 capons, dou fons de le tiere.  "
"114","II1","Chi commenche li escroete de Canteleu ","20°","En le rue des Escos ","B","114.2","Sour le maison JEHAN MAUPARENT et sour tout le tenement, ki siet entre le tenement PIERON LE MUELEKINIER, ki fu WATIER ROUSSIEL, d'une part, et le tenement SAINT SANSON, d'autre part, 3 s. douysiens et 3 capons, dou fons de le tiere.   "
"115","II1","Chi commenche li escroete de Canteleu ","21°","Devens le porte Canteleu, en le rue Dame Augut ",NA,"115.","Sour 2 maisons Marien, fille RICHART DOU MARKIET ki fu, et sour tous les tenemens, ki furent COLART LE BOURGOIS, ki sient en les tenemens, d'une part et d'autre, ki furent RICHART DOU MARKIET, aprés le fons de le tiere, 1 marc.  "
"116","II1","Chi commenche li escroete de Canteleu ","22°1","En le Grand rue devens le porte ","A","116.1","Sour le maison AALIS DEMIE ESCUIELE et sour tout le tenement, et sour le maison MARGOT SAUVEE et sour tout le tenement, ki sient entre le tenement PIERON AUDEVARE, d'une part, et le tenement WATIER BOINE BROKE, d'autre, 5 fertons et 3 s. par., dou fons de le tiere. "
"117","II1","Chi commenche li escroete de Canteleu ","22°1","En le Grand rue devens le porte ","A","117.2","Sour 3 maisons WATIER TREPIEL et sour tous les tenemens, ki sient entre le tenement WATIER BOINE BROKE, d'une part, et le tenement MARGRITAIN DE FIERIN, d'autre part, 3 fertons, aprés le fons de le tiere.  "
"118","II1","Chi commenche li escroete de Canteleu ","22°1","En le Grand rue devens le porte ","B","118.3","Sour 2 maisons GILLION DE LE CAMBE et sour tous les tenemens, ki sient entre le tenement maistre JEHAN LE TOILIER, d'une part, et le tenement celui Gillion, de se grande maison, d'autre part, aprés le fons de le tiere, 3 fertons.   "
"119","II1","Chi commenche li escroete de Canteleu ","23°1","En le rue de Belaing ","A","119.1","Sour le grande maison GILLION DE LE CAMBE et sour tout le tenement, et sour le maison JEHAN LE SOHIER et sour tout le tenement, ki fu Bricoul, ki sient entre le rue de Canteleu, d'une part, et le tenement HIELOTAIN LE LANIERE, ki fu WATIER ROUSSIEL, d'autre part, apriés le fons de le tiere, 1 marc. "
"120","II1","Chi commenche li escroete de Canteleu ","23°1","En le rue de Belaing ","A","120.2","Sour 2 maisons ROBIERT LE CANGEUR et sour tous les tenemens, ki furent JEHAN DELATRE, ki sient entre le tenement HIELOTAIN LE LANIERE, d'une part, et le tenement EUBERI LE LEU ki fu, d'autre part, aprés le fons de le tiere, 6 mars. "
"121","II1","Chi commenche li escroete de Canteleu ","23°1","En le rue de Belaing ","A","121.3","Sour le maison COLART LE BOURGOIS et sour tout le tenement, ki fu SOHIER DE MASTAING, ki siet entre le tenement MARIEN LE RENBERHIERE, d'une part, et le tenement WATIER PORTE ESTEULE, d'autre part, aprés le fons de le tiere, demi marc.  "
"122","II1","Chi commenche li escroete de Canteleu ","23°1","En le rue de Belaing ","B","122.4","Sour le maison YSABIEL LANGOISSEUSE et sour tout le tenement, ki fu ROGIER DE SAULOMES, ki siet entre le tenement les enfans JAKEMON PAINMOLLIÉ ki fu, d'une part, et le tenement JAKEMON PAINMOLLIÉ ki fu, d'autre part, 1 marc, et 6 s. douysiens et 6 capons, dou fons de le tiere. "
"123","II1","Chi commenche li escroete de Canteleu ","23°1","En le rue de Belaing ","B","123.5","Sour le maison WILLIAUME DE BIAUMONT et sour tout le tenement, ki siet entre le tenement JEHAN DE MIEREGNIES, ki fu Caukesel, d'une part, et le tenement CLIMENT LE TONDEUR. ki fu GHILLAIN MASENGHE, d'autre part, aprés le fons de le tiere, 3 mars. "
"124","II1","Chi commenche li escroete de Canteleu ","23°1","En le rue de Belaing ","B","124.6","Sour 2 maisons CLIMENT LE TONDEUR et sour tous les tenemens, ki furent GHILLAIN MASENGHE, ki sient entre le tenement WILLIAUME DE BIAUMONT, d'une part, et le tenement COLART DEBOUS, ki fu SYMON BUEE, d'autre part, aprés le fons de le tiere, 2 mars.   "
"125","II1","Chi commenche li escroete de Canteleu ","24°","Deriere le Maselaine ",NA,"125.1","Sour le maison COLART LE BOURGOIS et sour tout le tenement, ki siet entre le tenement AGNIÉS DOU BREKIN, d'une part, et le tenement MGR SAUWALON DE VREGELAI, d'autre part, ki fu ADAM LE LINNIER, aprés le fons de le tiere, 1/2 marc. "
"126","II1","Chi commenche li escroete de Canteleu ","24°","Deriere le Maselaine ",NA,"126.2","Sour le maison MGR SAUWALON DE VREGELAI et sour tout le tenement, ki fu ADAM LE LINNIER, ki siet entre le tenement COLART LE BOURGOIS, d'une part et le tenement JAKEMON CAVETE, ki fu KENNON LE WANTIER, d'autre part, marc et 1/2, aprés le fons de le tiere. Si fu li 1/2 marc JAKEMON POURCIEL. "
"127","II1","Chi commenche li escroete de Canteleu ","24°","Deriere le Maselaine ",NA,"127.3","Sour 3 maisons JAKEMON CAVETE et sour tous les tenemens, ki furent KENNON LE WANTIER, ki sient entre le tenement MGR SAUWALON DE VREGELAI, d'une part, et le ruiele dou Brekin, d'autre part, aprés le fons de le tiere, 1 marc. Si fu li uns 1/2 JAKEMON POURCIEL et li autres 1/2 FOUKIER LEUREUS. "
